_0x0                                                             0x0-2018-06-24
python37Packages.FormEncode                                      python3.7-FormEncode-1.3.1
python37Packages.foundationdb51                                  python3.7-foundationdb-5.1.7
python37Packages.foundationdb52                                  python3.7-foundationdb-5.2.8
python37Packages.foundationdb60                                  python3.7-foundationdb-6.0.18
python37Packages.fpdf                                            python3.7-fpdf-1.7.2
python37Packages.fpylll                                          python3.7-fpylll-0.4.1dev
python37Packages.freezegun                                       python3.7-freezegun-0.3.11
python37Packages.fritzconnection                                 python3.7-fritzconnection-0.6.5
python37Packages.frozendict                                      python3.7-frozendict-1.2
python37Packages.fs                                              python3.7-fs-2.4.4
python37Packages.fs-s3fs                                         python3.7-fs-s3fs-1.1.0
python37Packages.ftfy                                            python3.7-ftfy-5.5.1
python37Packages.ftputil                                         python3.7-ftputil-3.4
python37Packages.funcparserlib                                   python3.7-funcparserlib-0.3.6
python37Packages.funcsigs                                        python3.7-funcsigs-1.0.2
python37Packages.funcy                                           python3.7-funcy-1.12
python37Packages.fuse                                            python3.7-fuse-python-0.3.1
python37Packages.fusepy                                          python3.7-fusepy-3.0.1
python37Packages.future                                          python3.7-future-0.17.1
python37Packages.future-fstrings                                 python3.7-future-fstrings-1.0.0
python37Packages.fuzzywuzzy                                      python3.7-fuzzywuzzy-0.17.0
python37Packages.gast                                            python3.7-gast-0.2.2
python37Packages.gcovr                                           python3.7-gcovr-4.1
python37Packages.gdata                                           python3.7-gdata-2.0.18
python37Packages.genanki                                         python3.7-genanki-0.6.3
python37Packages.genshi                                          python3.7-Genshi-0.7.1
python37Packages.gensim                                          python3.7-gensim-3.7.2
python37Packages.gentools                                        python3.7-gentools-1.1.0
python37Packages.genzshcomp                                      python3.7-genzshcomp-0.5.2
python37Packages.geoalchemy2                                     python3.7-GeoAlchemy2-0.6.1
python37Packages.GeoIP                                           python3.7-GeoIP-1.3.2
python37Packages.geojson                                         python3.7-geojson-2.4.1
python37Packages.geopandas                                       python3.7-geopandas-0.4.1
python37Packages.gevent                                          python3.7-gevent-1.4.0
python37Packages.gevent-socketio                                 python3.7-gevent-socketio-0.3.6
python37Packages.geventhttpclient                                python3.7-geventhttpclient-1.3.1
python37Packages.ghdiff                                          python3.7-ghdiff-0.4
python37Packages.gidgethub                                       python3.7-gidgethub-3.1.0
python37Packages.gin-config                                      python3.7-gin-config-0.1.3
python37Packages.gipc                                            python3.7-gipc-1.0.1
python37Packages.git-annex-adapter                               python3.7-git-annex-adapter-0.2.1
python37Packages.git-sweep                                       python3.7-git-sweep-0.1.1
python37Packages.gitdb                                           python3.7-gitdb-0.6.4
python37Packages.gitdb2                                          python3.7-gitdb2-2.0.5
python37Packages.github-webhook                                  python3.7-github-webhook-unstable-2016-03-11
python37Packages.github3_py                                      python3.7-github3.py-1.3.0
python37Packages.GitPython                                       python3.7-GitPython-2.1.11
python37Packages.glances                                         python3.7-glances-3.1.0
python37Packages.globus-sdk                                      python3.7-globus-sdk-1.7.1
python37Packages.glom                                            python3.7-glom-19.1.0
python37Packages.gmpy                                            python3.7-gmpy-1.17
python37Packages.gmpy2                                           python3.7-gmpy2-2.1a4
python37Packages.gmusicapi                                       python3.7-gmusicapi-12.0.0
gns3-gui                                                         python3.7-gns3-gui-2.1.16
gns3-server                                                      python3.7-gns3-server-2.1.16
python37Packages.gnureadline                                     python3.7-gnureadline-6.3.8
python37Packages.goobook                                         python3.7-goobook-3.3
python37Packages.google_api_core                                 python3.7-google-api-core-1.7.0
python37Packages.google_api_python_client                        python3.7-google-api-python-client-1.7.8
python37Packages.google_apputils                                 python3.7-google-apputils-0.4.2
python37Packages.google_auth                                     python3.7-google-auth-1.6.3
python37Packages.google-auth-httplib2                            python3.7-google-auth-httplib2-0.0.3
python37Packages.google-auth-oauthlib                            python3.7-google-auth-oauthlib-0.3.0
python37Packages.google_cloud_asset                              python3.7-google-cloud-asset-0.1.2
python37Packages.google_cloud_automl                             python3.7-google-cloud-automl-0.1.2
python37Packages.google_cloud_bigquery                           python3.7-google-cloud-bigquery-1.9.0
python37Packages.google_cloud_bigquery_datatransfer              python3.7-google-cloud-bigquery-datatransfer-0.3.0
python37Packages.google_cloud_bigtable                           python3.7-google-cloud-bigtable-0.32.1
python37Packages.google_cloud_container                          python3.7-google-cloud-container-0.2.1
python37Packages.google_cloud_core                               python3.7-google-cloud-core-0.29.1
python37Packages.google_cloud_dataproc                           python3.7-google-cloud-dataproc-0.3.1
python37Packages.google_cloud_datastore                          python3.7-google-cloud-datastore-1.7.3
python37Packages.google_cloud_dlp                                python3.7-google-cloud-dlp-0.10.0
python37Packages.google_cloud_dns                                python3.7-google-cloud-dns-0.29.2
python37Packages.google_cloud_error_reporting                    python3.7-google-cloud-error-reporting-0.30.1
python37Packages.google_cloud_firestore                          python3.7-google-cloud-firestore-0.31.0
python37Packages.google_cloud_iot                                python3.7-google-cloud-iot-0.2.0
python37Packages.google_cloud_kms                                python3.7-google-cloud-kms-1.0.0
python37Packages.google_cloud_language                           python3.7-google-cloud-language-1.1.1
python37Packages.google_cloud_logging                            python3.7-google-cloud-logging-1.10.0
python37Packages.google_cloud_monitoring                         python3.7-google-cloud-monitoring-0.31.1
python37Packages.google_cloud_pubsub                             python3.7-google-cloud-pubsub-0.39.1
python37Packages.google_cloud_redis                              python3.7-google-cloud-redis-0.2.1
python37Packages.google_cloud_resource_manager                   python3.7-google-cloud-resource-manager-0.28.3
python37Packages.google_cloud_runtimeconfig                      python3.7-google-cloud-runtimeconfig-0.28.3
python37Packages.google_cloud_securitycenter                     python3.7-google-cloud-securitycenter-0.1.1
python37Packages.google_cloud_spanner                            python3.7-google-cloud-spanner-1.7.1
python37Packages.google_cloud_speech                             python3.7-google-cloud-speech-0.36.3
python37Packages.google_cloud_storage                            python3.7-google-cloud-storage-1.15.0
python37Packages.google_cloud_tasks                              python3.7-google-cloud-tasks-0.4.0
python37Packages.google_cloud_testutils                          python3.7-google-cloud-testutils-unstable-36ffa923c7037e8b4fdcaa76272cb6267e908a9d
python37Packages.google_cloud_texttospeech                       python3.7-google-cloud-texttospeech-0.4.0
python37Packages.google_cloud_trace                              python3.7-google-cloud-trace-0.20.2
python37Packages.google_cloud_translate                          python3.7-google-cloud-translate-1.3.3
python37Packages.google_cloud_videointelligence                  python3.7-google-cloud-videointelligence-1.6.1
python37Packages.google_cloud_vision                             python3.7-google-cloud-vision-0.35.2
python37Packages.google_cloud_websecurityscanner                 python3.7-google-cloud-websecurityscanner-0.1.1
python37Packages.google-i18n-address                             python3.7-google-i18n-address-2.3.4
python37Packages.google-music                                    python3.7-google-music-3.0.1
python37Packages.google-music-proto                              python3.7-google-music-proto-2.4.0
python37Packages.google-music-utils                              python3.7-google-music-utils-2.1.0
python37Packages.google_resumable_media                          python3.7-google-resumable-media-0.3.2
python37Packages.googleapis_common_protos                        python3.7-googleapis-common-protos-1.5.9
python37Packages.gpapi                                           python3.7-gpapi-0.4.3
python37Packages.gphoto2                                         python3.7-gphoto2-1.9.0
python37Packages.gplaycli                                        python3.7-gplaycli-3.25
python37Packages.gpsoauth                                        python3.7-gpsoauth-0.4.1
python37Packages.gpy                                             python3.7-GPy-1.9.6
python37Packages.grammalecte                                     python3.7-grammalecte-0.6.5
python37Packages.grandalf                                        python3.7-grandalf-0.6
python37Packages.graph-tool                                      python3.7-graph-tool-2.27
python37Packages.graphite_api                                    python3.7-graphite-api-1.1.3
python37Packages.graphitepager                                   python3.7-graphitepager-0.2.11
python37Packages.graphite_beacon                                 python3.7-graphite_beacon-0.27.0
python37Packages.graphviz                                        python3.7-graphviz-0.10.1
python37Packages.graph_nets                                      python3.7-graph_nets-1.0.3
python37Packages.grappelli_safe                                  python3.7-grappelli_safe-0.5.2
python37Packages.green                                           python3.7-green-2.13.1
python37Packages.greenlet                                        python3.7-greenlet-0.4.15
python37Packages.grequests                                       python3.7-grequests-0.3.0
python37Packages.grip                                            python3.7-grip-4.5.2
python37Packages.grpc_google_iam_v1                              python3.7-grpc-google-iam-v1-0.11.4
python37Packages.grpcio                                          python3.7-grpcio-1.18.0
python37Packages.grpcio-gcp                                      python3.7-grpcio-gcp-0.2.2
python37Packages.grpcio-tools                                    python3.7-grpcio-tools-1.18.0
python37Packages.gsd                                             python3.7-gsd-1.6.1
python37Packages.gspread                                         python3.7-gspread-3.1.0
python37Packages.gssapi                                          python3.7-gssapi-1.5.1
python37Packages.gst-python                                      python3.7-gst-python-1.14.4
python37Packages.gtimelog                                        python3.7-gtimelog-0.9.1
python37Packages.guessit                                         python3.7-guessit-3.0.3
python37Packages.guestfs                                         python3.7-guestfs-1.40.1
python37Packages.gumath                                          python3.7-gumath-unstable-2018-11-27
python37Packages.gunicorn                                        python3.7-gunicorn-19.9.0
python37Packages.guzzle_sphinx_theme                             python3.7-guzzle_sphinx_theme-0.7.11
python37Packages.gym                                             python3.7-gym-0.12.1
python37Packages.h11                                             python3.7-h11-0.8.1
python37Packages.h2                                              python3.7-h2-3.1.0
python37Packages.h5py                                            python3.7-h5py-2.9.0
python37Packages.h5py-mpi                                        python3.7-h5py-2.9.0
python37Packages.ha-ffmpeg                                       python3.7-ha-ffmpeg-1.11
python37Packages.habanero                                        python3.7-habanero-0.6.0
python37Packages.hawkauthlib                                     python3.7-hawkauthlib-0.1.1
python37Packages.hbmqtt                                          python3.7-hbmqtt-0.9.5
python37Packages.hcs_utils                                       python3.7-hcs_utils-2.0
python37Packages.hdbscan                                         python3.7-hdbscan-0.8.20
python37Packages.hdmedians                                       python3.7-hdmedians-0.13
python37Packages.heapdict                                        python3.7-HeapDict-1.0.0
python37Packages.helper                                          python3.7-helper-2.4.2
python37Packages.hetzner                                         python3.7-hetzner-0.8.1
python37Packages.hidapi                                          python3.7-hidapi-0.7.99.post21
python37Packages.hieroglyph                                      python3.7-hieroglyph-1.0.0
python37Packages.hiro                                            python3.7-hiro-0.5
python37Packages.histbook                                        python3.7-histbook-1.2.5
python37Packages.hkdf                                            python3.7-hkdf-0.0.3
python37Packages.hmmlearn                                        python3.7-hmmlearn-0.2.1
python37Packages.holoviews                                       python3.7-holoviews-1.11.3
python37Packages.homeassistant-pyozw                             python3.7-homeassistant_pyozw-0.1.4
python37Packages.hopcroftkarp                                    python3.7-hopcroftkarp-1.2.4
python37Packages.howdoi                                          python3.7-howdoi-1.1.14
python37Packages.hpack                                           python3.7-hpack-3.0.0
python37Packages.hsaudiotag3k                                    python3.7-hsaudiotag3k-1.1.3
python37Packages.html2text                                       python3.7-html2text-2018.1.9
python37Packages.html5-parser                                    python3.7-html5-parser-0.4.5
python37Packages.html5lib                                        python3.7-html5lib-1.0.1
python37Packages.htmllaundry                                     python3.7-htmllaundry-2.0
python37Packages.htmlmin                                         python3.7-htmlmin-0.1.12
python37Packages.httmock                                         python3.7-httmock-1.3.0
python37Packages.httpauth                                        python3.7-httpauth-0.3
python37Packages.httpbin                                         python3.7-httpbin-0.6.2
python37Packages.httplib2                                        python3.7-httplib2-0.12.1
python37Packages.httpretty                                       python3.7-httpretty-0.9.6
python37Packages.httpserver                                      python3.7-httpserver-1.1.0
python37Packages.httpsig                                         python3.7-httpsig-1.3.0
python37Packages.hug                                             python3.7-hug-2.4.8
python37Packages.humanfriendly                                   python3.7-humanfriendly-4.18
python37Packages.humanize                                        python3.7-humanize-0.5.1
python37Packages.hupper                                          python3.7-hupper-1.6.1
python37Packages.hvac                                            python3.7-hvac-0.7.2
python37Packages.hvplot                                          python3.7-hvplot-0.4.0
hyp                                                              python3.7-hyp-server-1.2.0
python37Packages.hypchat                                         python3.7-hypchat-0.21
python37Packages.hyperframe                                      python3.7-hyperframe-5.2.0
python37Packages.hyperlink                                       python3.7-hyperlink-18.0.0
python37Packages.hypothesis                                      python3.7-hypothesis-4.7.3
python37Packages.i3-py                                           python3.7-i3-py-0.6.4
python37Packages.i3ipc                                           python3.7-i3ipc-1.5.1
python37Packages.IBMQuantumExperience                            python3.7-IBMQuantumExperience-2.0.4
python37Packages.icalendar                                       python3.7-icalendar-4.0.3
python37Packages.identify                                        python3.7-identify-1.4.2
python37Packages.idna                                            python3.7-idna-2.8
python37Packages.idna-ssl                                        python3.7-idna-ssl-1.1.0
python37Packages.ifaddr                                          python3.7-ifaddr-0.1.6
python37Packages.ijson                                           python3.7-ijson-2.3
python37Packages.image-match                                     python3.7-image-match-1.1.2
python37Packages.imageio                                         python3.7-imageio-2.5.0
python37Packages.imageio-ffmpeg                                  python3.7-imageio-ffmpeg-0.3.0
python37Packages.imagesize                                       python3.7-imagesize-1.1.0
python37Packages.IMAPClient                                      python3.7-IMAPClient-0.13
python37Packages.imaplib2                                        python3.7-imaplib2-2.45.0
python37Packages.imbalanced-learn                                python3.7-imbalanced-learn-0.4.3
python37Packages.imgaug                                          python3.7-imgaug-0.2.8
python37Packages.immutables                                      python3.7-immutables-0.9
python37Packages.importlib-metadata                              python3.7-importlib-metadata-0.8
python37Packages.importlib-resources                             python3.7-importlib_resources-1.0.2
python37Packages.importmagic                                     python3.7-importmagic-0.1.7
python37Packages.imutils                                         python3.7-imutils-0.5.2
python37Packages.incremental                                     python3.7-incremental-17.5.0
python37Packages.inflect                                         python3.7-inflect-2.1.0
python37Packages.inflection                                      python3.7-inflection-0.3.1
python37Packages.influxdb                                        python3.7-influxdb-5.2.2
python37Packages.influxgraph                                     python3.7-influxgraph-1.5.0
python37Packages.infoqscraper                                    python3.7-infoqscraper-0.1.0
python37Packages.inifile                                         python3.7-inifile-0.3
python37Packages.iniparse                                        python3.7-iniparse-0.4
python37Packages.intake                                          python3.7-intake-0.4.4
python37Packages.intelhex                                        python3.7-intelhex-2.1
python37Packages.internetarchive                                 python3.7-internetarchive-1.8.1
python37Packages.interruptingcow                                 python3.7-interruptingcow-0.8
python37Packages.intervaltree                                    python3.7-intervaltree-3.0.2
invoice2data                                                     python3.7-invoice2data-0.2.93
python37Packages.invoke                                          python3.7-invoke-1.2.0
python37Packages.iocapture                                       python3.7-iocapture-0.1.2
python37Packages.iowait                                          python3.7-iowait-0.2
python37Packages.ipdb                                            python3.7-ipdb-0.12
python37Packages.ipdbplugin                                      python3.7-ipdbplugin-1.5.0
python37Packages.ipfsapi                                         python3.7-ipfsapi-0.4.2.post1
python37Packages.iptools                                         python3.7-iptools-0.7.0
python37Packages.ipy                                             python3.7-IPy-1.00
python37Packages.ipykernel                                       python3.7-ipykernel-5.1.0
python37Packages.ipyparallel                                     python3.7-ipyparallel-6.2.3
python37Packages.ipython                                         python3.7-ipython-7.2.0
python37Packages.ipython_genutils                                python3.7-ipython_genutils-0.2.0
python37Packages.ipywidgets                                      python3.7-ipywidgets-7.4.2
python37Packages.irc                                             python3.7-irc-17.0
python37Packages.isbnlib                                         python3.7-isbnlib-3.9.6
python37Packages.iso-639                                         python3.7-iso-639-0.4.5
python37Packages.iso3166                                         python3.7-iso3166-0.8
python37Packages.iso8601                                         python3.7-iso8601-0.1.12
python37Packages.isodate                                         python3.7-isodate-0.6.0
python37Packages.isort                                           python3.7-isort-4.3.17
python37Packages.itsdangerous                                    python3.7-itsdangerous-1.1.0
python37Packages.jaraco_classes                                  python3.7-jaraco.classes-2.0
python37Packages.jaraco_collections                              python3.7-jaraco.collections-2.0
python37Packages.jaraco_functools                                python3.7-jaraco.functools-2.0
python37Packages.jaraco_itertools                                python3.7-jaraco.itertools-4.4.2
python37Packages.jaraco_logging                                  python3.7-jaraco.logging-2.0
python37Packages.jaraco_stream                                   python3.7-jaraco.stream-2.0
python37Packages.jaraco_text                                     python3.7-jaraco.text-3.0
python37Packages.JayDeBeApi                                      python3.7-JayDeBeApi-1.1.1
python37Packages.jdatetime                                       python3.7-jdatetime-3.2.0
python37Packages.jdcal                                           python3.7-jdcal-1.4
python37Packages.jedi                                            python3.7-jedi-0.13.3
python37Packages.jeepney                                         python3.7-jeepney-0.4
python37Packages.jellyfish                                       python3.7-jellyfish-0.7.1
python37Packages.jenkinsapi                                      python3.7-jenkinsapi-0.3.9
python37Packages.jieba                                           python3.7-jieba-0.39
python37Packages.jinja2                                          python3.7-Jinja2-2.10.1
python37Packages.jinja2_time                                     python3.7-jinja2-time-0.2.0
python37Packages.jinja2_pluralize                                python3.7-jinja2_pluralize-0.3.0
python37Packages.jira                                            python3.7-jira-2.0.0
python37Packages.jmespath                                        python3.7-jmespath-0.9.4
python37Packages.joblib                                          python3.7-joblib-0.13.2
python37Packages.josepy                                          python3.7-josepy-1.1.0
python37Packages.journalwatch                                    python3.7-journalwatch-1.1.0
python37Packages.JPype1                                          python3.7-JPype1-0.6.3
python37Packages.jq                                              python3.7-jq-0.1.6
python37Packages.jsmin                                           python3.7-jsmin-2.2.2
python37Packages.jsondate                                        python3.7-jsondate-0.1.3
python37Packages.jsondiff                                        python3.7-jsondiff-1.1.2
python37Packages.jsonnet                                         python3.7-jsonnet-0.12.1
python37Packages.jsonpatch                                       python3.7-jsonpatch-1.23
python37Packages.jsonpath_rw                                     python3.7-jsonpath-rw-1.4.0
python37Packages.jsonpickle                                      python3.7-jsonpickle-1.1
python37Packages.jsonpointer                                     python3.7-jsonpointer-2.0
python37Packages.jsonref                                         python3.7-jsonref-0.2
python37Packages.jsonrpc-async                                   python3.7-jsonrpc-async-1.1.0
python37Packages.jsonrpc-base                                    python3.7-jsonrpc-base-1.0.2
python37Packages.jsonrpc-websocket                               python3.7-jsonrpc-websocket-1.0.1
python37Packages.jsonrpclib-pelix                                python3.7-jsonrpclib-pelix-0.4.0
python37Packages.jsonschema                                      python3.7-jsonschema-2.6.0
python37Packages.jsonwatch                                       python3.7-jsonwatch-0.2.0
python37Packages.jug                                             python3.7-Jug-1.6.7
python37Packages.junos-eznc                                      python3.7-junos-eznc-2.2.0
python37Packages.jupyter                                         python3.7-jupyter-1.0.0
python37Packages.jupyter-repo2docker                             python3.7-jupyter-repo2docker-0.7.0
python37Packages.jupyterhub                                      python3.7-jupyterhub-0.9.4
python37Packages.jupyterhub-ldapauthenticator                    python3.7-jupyterhub-ldapauthenticator-1.2.2
python37Packages.jupyterlab                                      python3.7-jupyterlab-0.35.4
python37Packages.jupyterlab_launcher                             python3.7-jupyterlab_launcher-0.13.1
python37Packages.jupyterlab_server                               python3.7-jupyterlab_server-0.3.0
python37Packages.jupyter_client                                  python3.7-jupyter_client-5.2.4
python37Packages.jupyter_console                                 python3.7-jupyter_console-6.0.0
python37Packages.jupyter_core                                    python3.7-jupyter_core-4.4.0
python37Packages.jupytext                                        python3.7-jupytext-0.8.6
python37Packages.jwcrypto                                        python3.7-jwcrypto-0.6.0
python37Packages.kafka-python                                    python3.7-kafka-python-1.4.6
python37Packages.kaitaistruct                                    python3.7-kaitaistruct-0.8
python37Packages.Kajiki                                          python3.7-Kajiki-0.7.2
python37Packages.kaptan                                          python3.7-kaptan-0.5.12
python37Packages.kazoo                                           python3.7-kazoo-2.6.1
python37Packages.keepalive                                       python3.7-keepalive-0.5
python37Packages.keepkey                                         python3.7-keepkey-6.0.3
python37Packages.Keras                                           python3.7-Keras-2.2.4
python37Packages.keras-applications                              python3.7-Keras_Applications-1.0.7
python37Packages.keras-preprocessing                             python3.7-Keras_Preprocessing-1.0.9
python37Packages.kerberos                                        python3.7-kerberos-1.3.0
python37Packages.keyring                                         python3.7-keyring-18.0.1
python37Packages.keyrings-alt                                    python3.7-keyrings.alt-3.1.1
python37Packages.keyutils                                        python3.7-keyutils-0.6
python37Packages.kitchen                                         python3.7-kitchen-1.2.5
python37Packages.kiwisolver                                      python3.7-kiwisolver-1.0.1
python37Packages.klaus                                           python3.7-klaus-1.3.0
python37Packages.klein                                           python3.7-klein-17.10.0
python37Packages.kmsxx                                           python3.7-kmsxx-2018-10-23
python37Packages.koji                                            python3.7-koji-1.13.0
python37Packages.kombu                                           python3.7-kombu-4.5.0
python37Packages.kubernetes                                      python3.7-kubernetes-8.0.1
python37Packages.lammps-cython                                   python3.7-lammps-cython-0.5.7
python37Packages.langcodes                                       python3.7-langcodes-1.4.1
python37Packages.larch                                           python3.7-larch-1.20131130
python37Packages.lark-parser                                     python3.7-lark-parser-0.6.6
python37Packages.latexcodec                                      python3.7-latexcodec-1.0.6
python37Packages.lazy-object-proxy                               python3.7-lazy-object-proxy-1.3.1
python37Packages.ldap3                                           python3.7-ldap3-2.6
python37Packages.ldappool                                        python3.7-ldappool-2.4.1
python37Packages.leather                                         python3.7-leather-0.3.3
python37Packages.ledgerblue                                      python3.7-ledgerblue-0.1.23
python37Packages.lektor                                          python3.7-lektor-3.1.3
python37Packages.libagent                                        python3.7-libagent-0.13.1
python37Packages.libais                                          python3.7-libais-0.17
python37Packages.libarchive-c                                    python3.7-libarchive-c-2.8
python37Packages.libarcus                                        python3.7-libarcus-4.0.0
python37Packages.libasyncns                                      python3.7-libasyncns-python-0.7.1
python37Packages.libgpuarray                                     python3.7-libgpuarray-0.7.5
python37Packages.libkeepass                                      python3.7-libkeepass-0.3.0
python37Packages.libmr                                           python3.7-libmr-0.1.9
python37Packages.libnacl                                         python3.7-libnacl-1.6.1
python37Packages.librosa                                         python3.7-librosa-0.6.3
python37Packages.libsavitar                                      python3.7-libsavitar-4.0.0
python37Packages.libsexy                                         python3.7-libsexy-0.1.9
python37Packages.libsoundtouch                                   python3.7-libsoundtouch-0.4.0
python37Packages.libthumbor                                      python3.7-libthumbor-1.3.2
python37Packages.libtmux                                         python3.7-libtmux-0.8.1
python37Packages.libusb1                                         python3.7-libusb1-1.7
python37Packages.libversion                                      python3.7-libversion-1.1.3
python37Packages.libvirt                                         python3.7-libvirt-4.10.0
lice                                                             python3.7-lice-0.4
python37Packages.lightning                                       python3.7-lightning-python-1.2.1
python37Packages.limitlessled                                    python3.7-limitlessled-1.1.3
python37Packages.limits                                          python3.7-limits-1.3
python37Packages.limnoria                                        python3.7-limnoria-2019.02.23
python37Packages.linecache2                                      python3.7-linecache2-1.0.0
python37Packages.line_profiler                                   python3.7-line_profiler-2.1.2
python37Packages.linode                                          python3.7-linode-0.4
python37Packages.linode-api                                      python3.7-linode-api-4.1.8b1
python37Packages.linuxfd                                         python3.7-linuxfd-1.4.4
python37Packages.livereload                                      python3.7-livereload-2.6.0
python37Packages.livestreamer                                    python3.7-livestreamer-1.12.2
python37Packages.livestreamer-curses                             python3.7-livestreamer-curses-1.5.2
python37Packages.llfuse                                          python3.7-llfuse-1.3.6
python37Packages.llvmlite                                        python3.7-llvmlite-0.25.0
python37Packages.lmdb                                            python3.7-lmdb-0.94
python37Packages.lmtpd                                           python3.7-lmtpd-6.0.0
python37Packages.locket                                          python3.7-locket-0.2.0
python37Packages.lockfile                                        python3.7-lockfile-0.12.2
python37Packages.locustio                                        python3.7-locustio-0.9.0
python37Packages.Logbook                                         python3.7-Logbook-1.4.3
python37Packages.logfury                                         python3.7-logfury-0.1.2
python37Packages.logilab_astng                                   python3.7-logilab-astng-0.24.3
python37Packages.logilab_common                                  python3.7-logilab-common-1.4.2
python37Packages.logilab-constraint                              python3.7-logilab-constraint-0.6.0
python37Packages.logster                                         python3.7-logster-1.0.1
python37Packages.logutils                                        python3.7-logutils-0.3.5
python37Packages.logzero                                         python3.7-logzero-1.5.0
python37Packages.ludios_wpull                                    python3.7-ludios_wpull-3.0.7
python37Packages.luftdaten                                       python3.7-luftdaten-0.5.0
python37Packages.lxml                                            python3.7-lxml-4.3.3
python37Packages.lzstring                                        python3.7-lzstring-1.0.4
python37Packages.m2crypto                                        python3.7-M2Crypto-0.32.0
python37Packages.m2r                                             python3.7-m2r-0.2.1
python37Packages.macfsevents                                     python3.7-MacFSEvents-0.8.1
python37Packages.magic-wormhole                                  python3.7-magic-wormhole-0.11.2
python37Packages.magic-wormhole-mailbox-server                   python3.7-magic-wormhole-mailbox-server-0.3.1
python37Packages.magic-wormhole-transit-relay                    python3.7-magic-wormhole-transit-relay-0.1.2
python37Packages.mahotas                                         python3.7-mahotas-1.4.5
python37Packages.mail-parser                                     python3.7-mail-parser-3.9.3
python37Packages.mailcap-fix                                     python3.7-mailcap-fix-1.0.1
python37Packages.mailchimp                                       python3.7-mailchimp-2.0.9
python37Packages.Mako                                            python3.7-Mako-1.0.9
python37Packages.manhole                                         python3.7-manhole-1.6.0
python37Packages.manuel                                          python3.7-manuel-1.10.1
python37Packages.marisa-trie                                     python3.7-marisa-trie-0.7.5
python37Packages.markdown                                        python3.7-Markdown-2.6.10
python37Packages.markdown-macros                                 python3.7-markdown-macros-0.1.2
python37Packages.markdown2                                       python3.7-markdown2-2.3.6
python37Packages.markdownsuperscript                             python3.7-MarkdownSuperscript-2.1.1
python37Packages.markerlib                                       python3.7-markerlib-0.6.0
python37Packages.Markups                                         python3.7-Markups-3.0.0
python37Packages.markupsafe                                      python3.7-MarkupSafe-1.1.1
python37Packages.marshmallow                                     python3.7-marshmallow-2.18.1
python37Packages.marshmallow-sqlalchemy                          python3.7-marshmallow-sqlalchemy-0.16.2
python37Packages.matchpy                                         python3.7-matchpy-0.4.6
python37Packages.matplotlib                                      python3.7-matplotlib-3.0.3
python37Packages.matrix-client                                   python3.7-matrix_client-0.3.2
python37Packages.mautrix-appservice                              python3.7-mautrix-appservice-0.3.8
mautrix-telegram                                                 python3.7-mautrix-telegram-0.5.1
python37Packages.maya                                            python3.7-maya-0.3.3
python37Packages.mccabe                                          python3.7-mccabe-0.6.1
python37Packages.MDP                                             python3.7-MDP-3.5
python37Packages.mecab-python3                                   python3.7-mecab-python3-0.996.1
python37Packages.MechanicalSoup                                  python3.7-MechanicalSoup-0.11.0
python37Packages.meinheld                                        python3.7-meinheld-0.6.1
python37Packages.meld3                                           python3.7-meld3-1.0.2
python37Packages.memcached                                       python3.7-memcached-1.51-1.51
python37Packages.memory_profiler                                 python3.7-memory_profiler-0.55.0
python37Packages.mezzanine                                       python3.7-Mezzanine-4.3.1
python37Packages.micawber                                        python3.7-micawber-0.4.0
python37Packages.milksnake                                       python3.7-milksnake-0.1.5
python37Packages.minidb                                          python3.7-minidb-2.0.2
python37Packages.minimock                                        python3.7-minimock-1.2.8
python37Packages.minio                                           python3.7-minio-4.0.14
python37Packages.miniupnpc                                       python3.7-miniupnpc-2.0.2
python37Packages.misaka                                          python3.7-misaka-2.1.1
python37Packages.mistune                                         python3.7-mistune-0.8.4
mitmproxy                                                        python3.7-mitmproxy-4.0.4
python37Packages.mnemonic                                        python3.7-mnemonic-0.18
python37Packages.mock                                            python3.7-mock-2.0.0
python37Packages.mock-open                                       python3.7-mock-open-1.3.1
python37Packages.mockito                                         python3.7-mockito-1.1.1
python37Packages.moderngl                                        python3.7-moderngl-5.5.0
python37Packages.mongodict                                       python3.7-mongodict-0.3.1
python37Packages.monosat                                         python3.7-monosat-09yhym2
python37Packages.monotonic                                       python3.7-monotonic-1.5
python37Packages.monty                                           python3.7-monty-1.0.4
python37Packages.more-itertools                                  python3.7-more-itertools-6.0.0
python37Packages.moretools                                       python3.7-moretools-0.1.9
python37Packages.moto                                            python3.7-moto-1.3.7
python37Packages.moviepy                                         python3.7-moviepy-1.0.0
python37Packages.mox                                             python3.7-mox-0.5.3
python37Packages.mox3                                            python3.7-mox3-0.26.0
python37Packages.mozcrash                                        python3.7-mozcrash-1.0
python37Packages.mozdevice                                       python3.7-mozdevice-1.0.1
python37Packages.mozfile                                         python3.7-mozfile-1.2
python37Packages.mozhttpd                                        python3.7-mozhttpd-0.7
python37Packages.moznetwork                                      python3.7-moznetwork-0.27
python37Packages.mozprocess                                      python3.7-mozprocess-0.26
python37Packages.mozprofile                                      python3.7-mozprofile-1.1.0
python37Packages.mozrunner                                       python3.7-mozrunner-7.0.2
python37Packages.mozsvc                                          python3.7-mozsvc-0.10
python37Packages.moztest                                         python3.7-moztest-0.8
python37Packages.mozversion                                      python3.7-mozversion-1.5
python37Packages.mpd2                                            python3.7-mpd2-0.5.5
